## HMC Algorithm for U(1) gauge theory
## (C) Carsten Urbach <urbach@hiskp.uni-bonn.de> (2017, 2021)
## GIT branch staggered_yaml on commit 075bfc5
## Parsing input file: hmc_rot.input
## geometry:X=2
## geometry:Y=2
## geometry:Z=2
## geometry:T=2
## geometry:ndims=4
## geometry:rotating_frame:Omega=0
## monomials:gauge:beta=1.9
## hmc:n_save=10
## hmc:n_meas=1000
check 0
## hmc:restart=0 (default)
check 0
## hmc:heat=1
check 0
## hmc:seed=93746
## hmc:configname=
## hmc:conf_dir=./confs/
## hmc:conf_basename=u1_conf (default)
## hmc:lenghty_conf_name=1
## hmc:beta_str_width=6 (default)
## integrator:N_rev=0
## integrator:n_steps=50
## integrator:tau=1
## integrator:exponent=0
## integrator:name=leapfrog
## omeas:verbosity=1
## omeas:icounter=20
## omeas:nstep=30
## omeas:Wloop=1
hotstart 93746 1
## Initital Plaquette: -0.0455674
## Plaquette after rnd trafo: -0.0455674
## MD integrator: leapfrog
## Normalization factor: A = 2/(d*(d-1)*N_lat*N_c) = 1.041666666666667e-02
## Acceptance rate parcentage: rho = rate/(i+1)
i getaccept E*A dH rho ddH Q
504 1 9.026604154707780e-01 -1.065421669516908e-02 1.000000000000000e+00 NA -2.854920622572517e-07
505 1 8.796609978093808e-01 7.219638016771057e-03 1.000000000000000e+00 NA -3.763430878509117e-05
506 1 8.521192389407373e-01 6.822677621830309e-03 1.000000000000000e+00 NA 5.962533304735865e-05
507 1 8.644404714343145e-01 -4.765364926200277e-04 1.000000000000000e+00 NA -4.333494056872650e-06
508 1 9.084396289153475e-01 -1.081454010752481e-02 1.000000000000000e+00 NA 1.047521938094344e-05
509 1 8.630606319470276e-01 1.586526782662645e-02 1.000000000000000e+00 NA -9.013841801623455e-07
510 1 8.503638291693829e-01 8.007523505781933e-05 1.000000000000000e+00 NA -1.928706198939811e-04
## online measuring: Wilson loop
511 1 8.662542289825694e-01 -6.542782354372889e-03 1.000000000000000e+00 NA -1.307411266683018e-06
512 1 8.200378031923625e-01 1.172717674659651e-02 1.000000000000000e+00 NA -2.048639866668699e-04
513 1 8.617820932191247e-01 -1.244252012444491e-02 1.000000000000000e+00 NA 3.918491657586612e-06
514 1 8.426386274068296e-01 5.112350359926410e-03 1.000000000000000e+00 NA 2.065339591741161e-04
515 1 8.606596944877125e-01 -6.240277690530149e-03 1.000000000000000e+00 NA 1.530345848510490e-04
516 1 8.614778913995808e-01 7.033059360274763e-03 1.000000000000000e+00 NA 1.012377375092330e-04
517 1 8.662805647616129e-01 -5.957716487770881e-03 1.000000000000000e+00 NA -2.396500247992321e-05
518 1 8.568565621417187e-01 5.694377915293813e-03 1.000000000000000e+00 NA 2.086088837422564e-04
519 1 8.568476976056976e-01 4.348943077197021e-04 1.000000000000000e+00 NA -5.581602217951254e-04
520 1 8.554548797453864e-01 -4.223479449478873e-04 1.000000000000000e+00 NA -1.877381604080006e-04
521 1 8.444525273587264e-01 -1.152301914579823e-03 1.000000000000000e+00 NA -7.553923352397046e-05
522 1 8.577617016493339e-01 -2.990657193020496e-03 1.000000000000000e+00 NA -7.669509196716553e-06
523 1 8.643354797846690e-01 4.247941311941617e-03 1.000000000000000e+00 NA -7.496220683596827e-05
524 1 8.944845652110379e-01 -1.096379038333595e-02 1.000000000000000e+00 NA -1.011273440737628e-05
525 1 8.888718326727816e-01 7.520092137340839e-04 1.000000000000000e+00 NA 5.447924276495979e-05
526 1 8.715956983647289e-01 2.831816883062999e-03 1.000000000000000e+00 NA -1.629700486921066e-04
527 1 8.760524319389864e-01 -2.731590561992903e-04 1.000000000000000e+00 NA 1.614992243959886e-05
528 1 8.629657318609661e-01 9.284788914325048e-03 1.000000000000000e+00 NA -3.854092147416808e-06
529 1 8.675618312955160e-01 -3.669952505212848e-03 1.000000000000000e+00 NA 6.514375588279040e-05
530 1 9.060822626824725e-01 -1.428131432856361e-02 1.000000000000000e+00 NA -4.304035991036934e-05
531 1 8.811973895898029e-01 2.671251625081084e-03 1.000000000000000e+00 NA -1.185060474488824e-04
532 1 8.949138260583078e-01 -7.272812648686511e-04 1.000000000000000e+00 NA 2.049435173410902e-06
533 1 8.451089840320174e-01 1.162908624579373e-02 1.000000000000000e+00 NA 5.177223100917709e-06
534 1 8.771851663872445e-01 -6.788565103700961e-03 1.000000000000000e+00 NA -1.315751509790195e-07
535 1 8.452063429807719e-01 1.015077135008724e-02 1.000000000000000e+00 NA 3.284461854043513e-05
536 1 8.693901077693795e-01 -5.311131007708525e-03 1.000000000000000e+00 NA -7.002727810157562e-05
537 1 8.998567762277538e-01 -1.078791467025653e-02 1.000000000000000e+00 NA 2.759797432869690e-06
538 1 8.590900257045386e-01 1.316703419912457e-02 1.000000000000000e+00 NA -1.810440275274310e-05
539 1 8.628693213577585e-01 -5.400156038490422e-03 1.000000000000000e+00 NA -5.905907883661001e-05
540 1 8.563357618293589e-01 3.191490475405345e-03 1.000000000000000e+00 NA -2.153947273922362e-04
## online measuring: Wilson loop
541 1 8.680575418128736e-01 -3.108799200742141e-03 1.000000000000000e+00 NA 1.974537672277548e-05
542 1 8.692303032646352e-01 -1.108570147358989e-03 1.000000000000000e+00 NA 1.472943807132797e-04
543 1 8.702575728481630e-01 -7.654873117424188e-04 1.000000000000000e+00 NA -8.822204629800573e-06
544 1 8.888731104460919e-01 -2.926761774748599e-03 1.000000000000000e+00 NA 1.060476921617425e-04
545 1 8.806936215196419e-01 6.565871179120109e-03 1.000000000000000e+00 NA 5.398582845519720e-05
546 1 8.885391935321805e-01 -4.595752710425671e-03 1.000000000000000e+00 NA 5.385018041898344e-05
547 1 8.474084713171514e-01 1.061753100708174e-02 1.000000000000000e+00 NA 8.038601205213641e-05
548 1 8.251830287638222e-01 5.379395776351714e-03 1.000000000000000e+00 NA 1.026684745052743e-04
549 1 8.333041508589618e-01 3.536059025321947e-05 1.000000000000000e+00 NA -5.404919571975484e-05
550 1 8.558515888987535e-01 -2.183648015410711e-03 1.000000000000000e+00 NA -1.110098186102354e-04
551 1 8.905895417614961e-01 -1.338250057435530e-02 1.000000000000000e+00 NA 4.788256836960221e-06
552 1 9.023975063235312e-01 -2.634209008277821e-03 1.000000000000000e+00 NA -1.142259282699828e-05
553 1 9.134515884540031e-01 -2.765938320708372e-03 1.000000000000000e+00 NA 2.069381052897340e-05
554 1 9.085727034928610e-01 2.522501767090901e-03 1.000000000000000e+00 NA 6.884486822538783e-06
555 1 8.902877947908436e-01 4.393703157596462e-03 1.000000000000000e+00 NA -8.327155628697017e-05
556 1 8.754899384441832e-01 1.005105917929683e-03 1.000000000000000e+00 NA 8.818422170150406e-05
557 1 8.201148365823175e-01 1.670822729740351e-02 1.000000000000000e+00 NA 6.740413698709352e-05
558 1 8.888066731432795e-01 -2.091034518073798e-02 1.000000000000000e+00 NA 6.100754713808596e-05
559 1 8.748908738078436e-01 5.969320408990342e-03 1.000000000000000e+00 NA -4.168221770977045e-05
560 1 8.603818657898694e-01 5.551006883557363e-04 1.000000000000000e+00 NA -9.561653912211468e-05
561 1 8.663250094448315e-01 -5.008390347242653e-03 1.000000000000000e+00 NA 1.327970670414778e-06
562 1 8.831676950400423e-01 -3.540496812522775e-03 1.000000000000000e+00 NA 2.431557944682435e-05
563 1 9.043120257632153e-01 -2.748713493453181e-03 1.000000000000000e+00 NA -2.307572950511875e-06
